name,brand,website,google_place_id,house_number,street,country,postal_code,google_name,google_address,google_rating,google_user_ratings_total,google_lat,google_lng,google_link
Kemper Fietsen B.V.,batavus,http://www.kemperfietsen.nl,ChIJFxT4atKwxUcRUQx0T57t_as,454,Waldeck Pyrmontkade,Netherlands,2518 KG,Kemper Folding Bikes Specialist,"Waldeck Pyrmontkade 454, 2518 KG Den Haag, Netherlands",4.5,95,52.0802949,4.2902142,https://www.google.com/maps/place/?q=place_id:ChIJFxT4atKwxUcRUQx0T57t_as
De Fietsenmakers Van Brama B.V.,batavus,e-bike-expert/fietsenwinkel/overijssel/borne/brama-2-wielers,ChIJEy4I8q0PuEcRzjcQkqUizHE,19,Nieuwe Kerkstraat,Netherlands,7622 LG,Brama2Wielers,"Nieuwe Kerkstraat 19, 7622 LG Borne, Netherlands",4.7,57,52.3004839,6.7553885,https://www.google.com/maps/place/?q=place_id:ChIJEy4I8q0PuEcRzjcQkqUizHE
Jonas Puttershoek,batavus,http://www.jonasputtershoek.nl,ChIJz3TP79UvxEcR2piCsT0it9U,7,Laning,Netherlands,3297 TB,Jonas Puttershoek,"Laning 7, 3297 TB Puttershoek, Netherlands",4.5,26,51.8012260,4.5620350,https://www.google.com/maps/place/?q=place_id:ChIJz3TP79UvxEcR2piCsT0it9U
Tweewielercentrum Den Breejen,batavus,http://www.tweewielercentrumdenbreejen.nl,ChIJpfnGz_SJxkcRLbhkoxqTQ4A,53,Vlietskant,Netherlands,4141 CK,Tweewielercentrum den Breejen,"Vlietskant 53, 4141 CK Leerdam, Netherlands",4.1,39,51.8930030,5.0959297,https://www.google.com/maps/place/?q=place_id:ChIJpfnGz_SJxkcRLbhkoxqTQ4A
Bike Totaal Landewé,batavus,http://www.biketotaallandewe.nl,ChIJDR01pocTuEcRh8xbwQ0Ew4o,62,Broekheurnerweg,Netherlands,7513 ES,Fietsenwinkel Landewe Enschede,"Broekheurnerweg 62, 7513 ES Enschede, Netherlands",4.8,138,52.2117272,6.8823086,https://www.google.com/maps/place/?q=place_id:ChIJDR01pocTuEcRh8xbwQ0Ew4o
Bike Totaal Fietz Denekamp,batavus,http://www.fietzdenekamp.nl,ChIJP2Sj__IYuEcRaMVzPRmnDyg,4,Dunantstraat,Netherlands,7591 AZ,Bike Totaal FietZ Denekamp - Fietsenwinkel en fietsreparatie,"Dunantstraat 4, 7591 AZ Denekamp, Netherlands",4.0,30,52.3776905,7.0091309,https://www.google.com/maps/place/?q=place_id:ChIJP2Sj__IYuEcRaMVzPRmnDyg
Rijwielhandel De Kromme Spaak,batavus,http://www.dekrommespaak.nl,ChIJVY6Q2wNjxEcR0O4ev2K-qtw,22,Dijkwelsestraat,Netherlands,4421 AH,"Rijwielhandel ""De Kromme Spaak""","Dijkwelsestraat 22, 4421 AH Kapelle, Netherlands",4.7,72,51.4848603,3.9539373,https://www.google.com/maps/place/?q=place_id:ChIJVY6Q2wNjxEcR0O4ev2K-qtw
Jansen Cronjé B.V.,batavus,http://www.jansencronje.nl,ChIJG_KtQnbvxUcR3jS06MZrGTc,160-162,Generaal Cronjéstraat,Netherlands,2021 JN,JansenCronjé uw Fietsspecialist,"Generaal Cronjéstraat 160-162, 2021 JN Haarlem, Netherlands",4.7,135,52.3962027,4.6428860,https://www.google.com/maps/place/?q=place_id:ChIJG_KtQnbvxUcR3jS06MZrGTc
Fietsshop Haren,batavus,http://www.fietsshopharen.nl,ChIJ0_BuHoctyEcRGMoSmXsaIpM,17,Meerweg,Netherlands,9752 JA,Fietsshop Haren,"Meerweg 17, 9752 JA Haren, Netherlands",4.6,41,53.1728638,6.6020879,https://www.google.com/maps/place/?q=place_id:ChIJ0_BuHoctyEcRGMoSmXsaIpM
Van Der Veeken Tweewielers Etten-Leur B.V.,batavus,http://www.vanderveekenfietsen.nl,ChIJ-5R_LTcfxEcRCeMeAk5mG8Y,104,Bisschopsmolenstraat,Netherlands,4876 AP,Van der Veeken Bike Specialist,"Bisschopsmolenstraat 104, 4876 AP Etten-Leur, Netherlands",4.1,30,51.5658216,4.6368188,https://www.google.com/maps/place/?q=place_id:ChIJ-5R_LTcfxEcRCeMeAk5mG8Y
Tweewielercentrum C. Roseboom,batavus,http://www.roseboomtweewielers.nl,ChIJeS3PNWlUxkcRG0swQqfTa-Y,32-34,Nieuwe Veenendaalseweg,Netherlands,3911 MK,Roseboom Bicycles,"Nieuwe Veenendaalseweg 32-34, 3911 MK Rhenen, Netherlands",4.5,52,51.9587803,5.5694132,https://www.google.com/maps/place/?q=place_id:ChIJeS3PNWlUxkcRG0swQqfTa-Y
Tinus Van Overveld,batavus,fietsenwinkels/noord-brabant/hoogerheide/tinus-van-overveld,ChIJtTrF6m4NxEcR_bvBcoFSnLo,35,Burgemeester Moorsstraat,Netherlands,4631 EC,Fietsplus Tinus van Overveld,"Burgemeester Moorsstraat 35, 4631 EC Hoogerheide, Netherlands",4.7,141,51.4208062,4.3294953,https://www.google.com/maps/place/?q=place_id:ChIJtTrF6m4NxEcR_bvBcoFSnLo
Fietswereld A. Slot,batavus,http://www.fietswereldaslot.nl,ChIJQTyRvsYByEcRNuNfm2aT4Xk,21,Hessenweg,Netherlands,7771 CH,Fietswereld Slot,"Hessenweg 21, 7771 CH Hardenberg, Netherlands",4.7,53,52.5740729,6.6042234,https://www.google.com/maps/place/?q=place_id:ChIJQTyRvsYByEcRNuNfm2aT4Xk
Werbo Rijwielhandel,batavus,http://www.werbo.nl,ChIJ6YZnq02tx0cRz3kfHDV2QDY,63,Waterloweg,Netherlands,6713 AR,Werbo Rijwielhandel,"Waterloweg 63, 6713 AR Ede, Netherlands",4.2,26,52.0421352,5.6613386,https://www.google.com/maps/place/?q=place_id:ChIJ6YZnq02tx0cRz3kfHDV2QDY
Knop Tweewielers V.O.F.,batavus,http://www.knoptweewielers.nl,ChIJbcZmZlNkxEcR0VQvO4_oxp0,58,Slagveldstraat,Netherlands,4416 CC,Knop Tweewielers,"Slagveldstraat 58, 4416 CC Kruiningen, Netherlands",4.4,80,51.4466194,4.0422737,https://www.google.com/maps/place/?q=place_id:ChIJbcZmZlNkxEcR0VQvO4_oxp0
De Rijwielcentrale,batavus,http://www.derijwielcentrale.nl,ChIJu825e-rrxkcRlMuaWeGqHj4,50,Torenstraat,Netherlands,5268 AV,The Rijwielcentrale,"Torenstraat 50, 5268 AV Helvoirt, Netherlands",4.7,34,51.6305652,5.2376139,https://www.google.com/maps/place/?q=place_id:ChIJu825e-rrxkcRlMuaWeGqHj4
Rb Fietsen,batavus,http://www.rbfietsen.nl,ChIJ78HSHcWZxkcRA0q6mXy0G-c,91,Geer,Netherlands,5104 HE,RB Fietsen,"Geer 91, 5104 HE Dongen, Netherlands",4.8,31,51.6250575,4.9376438,https://www.google.com/maps/place/?q=place_id:ChIJ78HSHcWZxkcRA0q6mXy0G-c
Jan De Jonge Fietsen B.V.,batavus,http://www.jandejongefietsen.nl,ChIJaVulyWT1xEcRChEWjNlB1dw,5,Weststraat,Netherlands,4301 BW,"Bike Totaal Jan de Jonge fietsen Zierikzee - Fietsenwinkel, Fietsverhuur en Fiet","Weststraat 5, 4301 BW Zierikzee, Netherlands",4.7,65,51.6495336,3.9140059,https://www.google.com/maps/place/?q=place_id:ChIJaVulyWT1xEcRChEWjNlB1dw
Fietswereld Grootjans,batavus,http://www.grootjans.com,ChIJ57FcsKMlyEcRdMfz-iMLyOc,4,Ketellapperstraat,Netherlands,9403 VR,Fietswereld Grootjans,"Ketellapperstraat 4, 9403 VR Assen, Netherlands",4.3,24,53.0107785,6.5918223,https://www.google.com/maps/place/?q=place_id:ChIJ57FcsKMlyEcRdMfz-iMLyOc
Fietsstation 058,batavus,http://www.fietsstation058.nl,ChIJIQmJyoT-yEcRMULvG8JZEc0,22,Schrans,Netherlands,8932 NE,Fietsstation 058,"Schrans 22, 8932 NE Leeuwarden, Netherlands",4.5,82,53.1960248,5.7972727,https://www.google.com/maps/place/?q=place_id:ChIJIQmJyoT-yEcRMULvG8JZEc0
Koster Tweewielers Stadskanaal,batavus,http://www.bouwkoster.nl,ChIJg0zvOpXat0cR7GcXVnX4b9U,7,Poststraat,Netherlands,9501 EP,Bouw Koster Tweewieler Service,"Poststraat 7, 9501 EP Stadskanaal, Netherlands",4.6,29,52.9949859,6.9406677,https://www.google.com/maps/place/?q=place_id:ChIJg0zvOpXat0cR7GcXVnX4b9U
Firma J. Rozendaal,batavus,,ChIJ2382DuIpxEcRUtMWdNTp5zA,88,Stationsweg,Netherlands,3363 GB,Tweewielerhuis,"Stationsweg 88, 3363 GB Sliedrecht, Netherlands",4.8,16,51.8251912,4.7730715,https://www.google.com/maps/place/?q=place_id:ChIJ2382DuIpxEcRUtMWdNTp5zA
Arjan Borgers 2Wielers B.V.,batavus,http://www.arjanborgerstweewielers.nl,ChIJF7qfFbjIt0cR5UUT5MWBW9A,34,Wilhelminastraat,Netherlands,9541 AP,Arjan Borgers Tweewielers,"Wilhelminastraat 34, 9541 AP Vlagtwedde, Netherlands",4.8,30,53.0258518,7.1123601,https://www.google.com/maps/place/?q=place_id:ChIJF7qfFbjIt0cR5UUT5MWBW9A
De Groot Tweewielers En Tuinmachines B.V.,batavus,,ChIJRcDRHSPvx0cRWv1NyDpWMvg,30A,Dorpsstraat,Netherlands,8111 AD,De Groot Tweewielers & Tuinmachines,"Dorpsstraat 30A, 8111 AD Heeten, Netherlands",5.0,58,52.3314472,6.2817672,https://www.google.com/maps/place/?q=place_id:ChIJRcDRHSPvx0cRWv1NyDpWMvg
Bike Totaal Vredenburg Tweewielers,batavus,fietsenwinkels/drenthe/havelte/bike-totaal-vredenburg-tweewielers-havelte,ChIJx5hgtMdsyEcRaVbR7Lw0DDA,67,Dorpsstraat,Netherlands,7971 CR,Vredenburg Tweewielers,"Dorpsstraat 67, 7971 CR Havelte, Netherlands",4.4,66,52.7724233,6.2333265,https://www.google.com/maps/place/?q=place_id:ChIJx5hgtMdsyEcRaVbR7Lw0DDA
Chr. Van Hoogstraten Rijwielen B.V.,batavus,http://www.fietscorner.nl,ChIJ_5sQQ7Rax0cR5qramMDKA9E,27,Van Laerstraat,Netherlands,5921 JG,Fietscorner Van Hoogstraten,"Van Laerstraat 27, 5921 JG Venlo, Netherlands",4.7,126,51.3708812,6.1546608,https://www.google.com/maps/place/?q=place_id:ChIJ_5sQQ7Rax0cR5qramMDKA9E
Peeters Bike Totaal V.O.F.,batavus,http://www.peetersbiketotaal.nl,ChIJKST5d5k1x0cRWgGuIYJnpno,15,Stationsstraat,Netherlands,6093 BJ,Bike Totaal Peeters Heythuysen - Fietsenwinkel en fietsreparatie,"Stationsstraat 15, 6093 BJ Heythuysen, Netherlands",4.5,59,51.2486632,5.8938765,https://www.google.com/maps/place/?q=place_id:ChIJKST5d5k1x0cRWgGuIYJnpno
Profile Leendert Kuijper,batavus,fietsenwinkel/e-bike-expert/zuid-holland/sassenheim/profile-leendert-kuijper,ChIJv0gn13rBxUcRldme57xg_Og,144,Hoofdstraat,Netherlands,2171 BK,Profile Leendert Kuijper,"Hoofdstraat 144, 2171 BK Sassenheim, Netherlands",4.6,65,52.2223630,4.5165950,https://www.google.com/maps/place/?q=place_id:ChIJv0gn13rBxUcRldme57xg_Og
Thijs Brand Tweewielers B.V.,batavus,fietsenwinkels/zuid-holland/leidschendam/bike-totaal-thijs-brand,ChIJsTMSwti3xUcRIECxXh3QuvU,6,Damlaan,Netherlands,2265 AN,Bike Total Thijs Brand,"Damlaan 6, 2265 AN Leidschendam, Netherlands",4.1,103,52.0816196,4.3969462,https://www.google.com/maps/place/?q=place_id:ChIJsTMSwti3xUcRIECxXh3QuvU
Rijwielhandel P. Van Lieshout,batavus,http://www.paulvanlieshout.nl,ChIJjwq4igknx0cRdV0KQgRr5tM,52,Mierloseweg,Netherlands,5666 KA,Rijwielhandel P. van Lieshout,"Mierloseweg 52, 5666 KA Geldrop, Netherlands",3.8,26,51.4265412,5.5662085,https://www.google.com/maps/place/?q=place_id:ChIJjwq4igknx0cRdV0KQgRr5tM
Wim De Vos Fietsen V.O.F.,batavus,http://www.wimdevosfietsen.nl,ChIJ5TLf9DuZxkcRTA-orUXpcjk,127,Keiweg,Netherlands,4902 PC,Wim de Vos bikes,"Keiweg 127, 4902 PC Oosterhout, Netherlands",3.8,112,51.6395018,4.8649135,https://www.google.com/maps/place/?q=place_id:ChIJ5TLf9DuZxkcRTA-orUXpcjk
Joop Harmans Fietsen Xl,batavus,http://www.joopharmans.nl,ChIJKcMB0UUIxkcRXBPhgHurzWM,17 B,Vuurwerkerweg,Netherlands,1032 KN,Joop Harmans Cycling XL,"Vuurwerkerweg 17 B, 1032 KN Amsterdam, Netherlands",4.7,364,52.4004770,4.9077261,https://www.google.com/maps/place/?q=place_id:ChIJKcMB0UUIxkcRXBPhgHurzWM
Tweewielercentrum S-Gravendeel B.V.,batavus,http://www.tweewielercentrumsgravendeel.nl,ChIJ7_jz9HMvxEcRGiilRJBv3aE,2,Hendrik Hamerstraat,Netherlands,3295 CL,Tweewielercentrum 's-Gravendeel,"Hendrik Hamerstraat 2, 3295 CL 's-Gravendeel, Netherlands",4.6,21,51.7788714,4.6169010,https://www.google.com/maps/place/?q=place_id:ChIJ7_jz9HMvxEcRGiilRJBv3aE
Lommen Tweewielers B.V.,batavus,http://www.lommentweewielers.nl,ChIJk5rGQI1Gx0cRtAUlv_VzYU0,54,Peperstraat,Netherlands,5975 BW,Lommen Tweewielers,"Peperstraat 54, 5975 BW Sevenum, Netherlands",4.5,91,51.4115492,6.0291178,https://www.google.com/maps/place/?q=place_id:ChIJk5rGQI1Gx0cRtAUlv_VzYU0
Tweewielers Emma,batavus,http://www.tweewielersemma.nl,ChIJ48LdVPwJxkcR-pK3SuyYYwg,31,Emmastraat,Netherlands,1071 JB,Tweewielers Emma,"Emmastraat 31, 1071 JB Amsterdam, Netherlands",4.6,18,52.3533787,4.8698308,https://www.google.com/maps/place/?q=place_id:ChIJ48LdVPwJxkcR-pK3SuyYYwg
Hoekstra Wheels,batavus,http://www.hoekstra-wheels.nl,ChIJc41vFUHHxUcR0VySxhAFDkQ,3,Rekreatiepad,Netherlands,2235 CE,Hoekstra Wheels,"Torenvlietslaan 14, 2235 SM Valkenburg, Netherlands",4.6,37,52.1757035,4.4354182,https://www.google.com/maps/place/?q=place_id:ChIJc41vFUHHxUcR0VySxhAFDkQ
Reinders Wielersport,batavus,http://www.reinderswielersport.nl,ChIJWf71JK8SyEcRIJ-xOLRHgoU,31,Westerweiden,Netherlands,7961 EA,Reinders Wielersport,"Westerweiden 31, 7961 EA Ruinerwold, Netherlands",4.8,55,52.7149894,6.2468172,https://www.google.com/maps/place/?q=place_id:ChIJWf71JK8SyEcRIJ-xOLRHgoU
Veluws Rijwielhuis Dickhof B.V.,batavus,fietsenwinkels/gelderland/oosterwolde/veluws-rijwielhuis-dickhof-bv,ChIJ4VZj-i7Rx0cRcWtLWe5sJ4M,20,Mheneweg Noord,Netherlands,8097 PJ,Dickhof Bicycles,"Mheneweg Noord 20, 8097 PJ Oosterwolde, Netherlands",4.7,166,52.4630650,5.8973960,https://www.google.com/maps/place/?q=place_id:ChIJ4VZj-i7Rx0cRcWtLWe5sJ4M
Firma Gebr. Huizinga.,batavus,http://www.huizingatweewielers.nl,ChIJvePkWd18yEcRcOHmHqgFJQo,42,Breestraat,Netherlands,8316 AR,Firma Gebr. Huizinga.,"Breestraat 42, 8316 AR Marknesse, Netherlands",4.8,32,52.7082150,5.8630704,https://www.google.com/maps/place/?q=place_id:ChIJvePkWd18yEcRcOHmHqgFJQo
Ten Veen Tweewielers,batavus,http://www.tenveentweewielers.nl,ChIJ16Qd-55nyEcRkZHB4xHpSII,16,Van Harenstraat,Netherlands,8471 JD,Ten Veen 2wielers,"Van Harenstraat 16, 8471 JD Wolvega, Netherlands",4.1,34,52.8762170,6.0004640,https://www.google.com/maps/place/?q=place_id:ChIJ16Qd-55nyEcRkZHB4xHpSII
Profile Bleumink Vorden,batavus,http://www.profilebleumink.nl,ChIJazrCPP6Rx0cRrmkZUJ_MkUM,12,Dorpsstraat,Netherlands,7251 BB,Profile Bleumink - Vorden,"Dorpsstraat 12, 7251 BB Vorden, Netherlands",4.8,33,52.1035961,6.3140683,https://www.google.com/maps/place/?q=place_id:ChIJazrCPP6Rx0cRrmkZUJ_MkUM
Hollandsche Rijwielcentrale V.O.F.,batavus,,ChIJrf7r4M-wxUcRElGgcpT9KVs,173,Obrechtstraat,Netherlands,2517 VS,Hollandsche Rijwiel Centrale,"Obrechtstraat 173, 2517 VS Den Haag, Netherlands",4.6,29,52.0820006,4.2835996,https://www.google.com/maps/place/?q=place_id:ChIJrf7r4M-wxUcRElGgcpT9KVs
De Bruin Fiets En Fitness B.V.,batavus,http://www.debruinfietsen.nl,ChIJnwSYYf6txUcRP2F8zA4N5ZA,246,Molenstraat,Netherlands,2681 BZ,The Brown Bike and Fitness,"Molenstraat 246, 2681 BZ Monster, Netherlands",4.9,80,52.0298868,4.1780135,https://www.google.com/maps/place/?q=place_id:ChIJnwSYYf6txUcRP2F8zA4N5ZA
Haeck Tweewielers,batavus,http://www.haecktweewielers.nl,ChIJ2WSew-VcxEcRnjhZQYDjCxg,29,Kerkstraat,Netherlands,4311 BB,Haeck Tweewielers,"Kerkstraat 29, 4311 BB Bruinisse, Netherlands",4.5,30,51.6632898,4.0954847,https://www.google.com/maps/place/?q=place_id:ChIJ2WSew-VcxEcRnjhZQYDjCxg
Fietswinkel De Tandem,batavus,http://www.tandem-panningen.nl,ChIJ2xn4ZVFIx0cR1AA0AzEoJuY,52-A,Kerkstraat,Netherlands,5981 CG,Fietswinkel De TandeM,"Kerkstraat 52-A, 5981 CG Panningen, Netherlands",4.9,37,51.3266959,5.9745423,https://www.google.com/maps/place/?q=place_id:ChIJ2xn4ZVFIx0cR1AA0AzEoJuY
René Hiemstra Tweewielers,batavus,http://www.renehiemstratweewielers.nl,ChIJJ-j7nZxNyEcREYL0etnRMhk,33A,Warmoltsstrjitte,Netherlands,9281 PL,René Hiemstra Tweewielers,"Warmoltsstrjitte 33A, 9281 PL Harkema, Netherlands",4.7,17,53.1842291,6.1357449,https://www.google.com/maps/place/?q=place_id:ChIJJ-j7nZxNyEcREYL0etnRMhk
Zwiep Fietsen,batavus,e-bike-expert/fietsenwinkel/overijssel/oldenzaal/zwiep-fietsen,ChIJFbhER1sXuEcRlt7HVmEXNPM,86,Ootmarsumsestraat,Netherlands,7573 GN,Zwiep Cycling,"Ootmarsumsestraat 86, 7573 GN Oldenzaal, Netherlands",4.5,84,52.3190366,6.9308578,https://www.google.com/maps/place/?q=place_id:ChIJFbhER1sXuEcRlt7HVmEXNPM
Van Seggeren Tweewielers Bv,batavus,fietsenwinkels/friesland/kollumerzwaag/van-seggeren-tweewielers-bv,ChIJpyfk0R2tyUcRyHBLIEytQrQ,66,Foarwei,Netherlands,9298 JM,van Seggeren Tweewielerspecialist,"Foarwei 66, 9298 JM Kollumersweach, Netherlands",3.8,143,53.2632784,6.0843704,https://www.google.com/maps/place/?q=place_id:ChIJpyfk0R2tyUcRyHBLIEytQrQ
Frans Van Dijk Tweewielers,batavus,http://www.fransvandijktweewielers.nl,ChIJBR18TvHDt0cRaTD2akMRY3A,14,Zandberg,Netherlands,9563 PH,Frans van Dijk Tweewielers,"Zandberg 14, 9563 PH Ter Apelkanaal, Netherlands",4.8,24,52.9175688,7.0439185,https://www.google.com/maps/place/?q=place_id:ChIJBR18TvHDt0cRaTD2akMRY3A
Van Der Koog Strijen B.V.,batavus,http://www.vanderkoog.nl,ChIJOwEHpEolxEcRqVNH1dQNLv8,4,Kerkstraat,Netherlands,3291 AL,Bike Totaal van der Koog - Fietsenwinkel en fietsreparatie,"Kerkstraat 4, 3291 AL Strijen, Netherlands",4.7,18,51.7434619,4.5536657,https://www.google.com/maps/place/?q=place_id:ChIJOwEHpEolxEcRqVNH1dQNLv8
Garant Tweewielers -Bikes,batavus,http://www.garanttweewielers.nl,ChIJFwFZ8uGwxUcR4QLwZlcpp5E,612,Laan van Meerdervoort,Netherlands,2564 AK,Garant Tweewielers,"Laan van Meerdervoort 612, 2564 AK Den Haag, Netherlands",4.8,102,52.0730556,4.2619444,https://www.google.com/maps/place/?q=place_id:ChIJFwFZ8uGwxUcR4QLwZlcpp5E
Fietsenstunt.Nl,batavus,http://www.fietsenstunt.nl,ChIJL5J7bXKpyEcRkQQ3ctJX85g,8,Doctor C.J.K. van Aalstweg,Netherlands,1625 NV,Fietsenstunt Experience Store Hoorn,"Doctor C.J.K. van Aalstweg 8, 1625 NV Hoorn, Netherlands",3.9,178,52.6481408,5.0471444,https://www.google.com/maps/place/?q=place_id:ChIJL5J7bXKpyEcRkQQ3ctJX85g
Rijwielhandel S. Kluijfhout,batavus,http://www.kluijfhout.nl,ChIJSW-RaZKXxEcRKs1jJVt_Kcc,14-A,Kaapduinseweg,Netherlands,4371 NP,Rijwielhandel S. Kluijfhout,"Dishoek (Koudekerke NL, Kaapduinseweg 14-A, 4371 NP Netherlands",4.9,59,51.4741717,3.5231172,https://www.google.com/maps/place/?q=place_id:ChIJSW-RaZKXxEcRKs1jJVt_Kcc
Tweewielers De Jong B.V.,batavus,http://www.tweewielersdejong.nl,ChIJ78nZD6XlyEcRcfA1uJhaIyI,2a,De Iisbaan,Netherlands,8731 DW,Bike Totaal De Jong Tweewielers - Fietsenwinkel en fietsreparatie,"De Iisbaan 2a, 8731 DW Wommels, Netherlands",4.7,40,53.1173111,5.5947538,https://www.google.com/maps/place/?q=place_id:ChIJ78nZD6XlyEcRcfA1uJhaIyI
Bike Totaal Fietz Tubbergen B.V.,batavus,,ChIJe1LZAI4EuEcRv30YidQ34SU,35,Grotestraat,Netherlands,7651 CG,Bike Totaal Fietz Tubbergen - Fietsenwinkel en fietsreparatie,"Grotestraat 35, 7651 CG Tubbergen, Netherlands",4.0,13,52.4064399,6.7814519,https://www.google.com/maps/place/?q=place_id:ChIJe1LZAI4EuEcRv30YidQ34SU
V.O.F. Korteland Rijwielen,batavus,http://www.korteland-rijwielen.nl,ChIJCRGhaFopxEcRYfNblIJS3Fg,19,Jan van Goijenstraat,Netherlands,3351 JM,Korteland Rijwielen,"Jan van Goijenstraat 19, 3351 JM Papendrecht, Netherlands",4.7,30,51.8364735,4.6858581,https://www.google.com/maps/place/?q=place_id:ChIJCRGhaFopxEcRYfNblIJS3Fg
Fietsvakman V/D Berg,batavus,http://www.fietsvakmanvandenberg.nl,ChIJYavmkeohx0cRxC63kks2q-k,14,Heuvelplein,Netherlands,5741 JK,Fietsvakman van den Berg,"Heuvelplein 14, 5741 JK Beek en Donk, Netherlands",4.6,52,51.5293116,5.6336804,https://www.google.com/maps/place/?q=place_id:ChIJYavmkeohx0cRxC63kks2q-k
De Fietsshop,batavus,http://www.de-fietsshop.nl,ChIJDZBN4sfcxUcRy8d540UWVPk,36,Meerkreuk,Netherlands,2377 VM,De Fietsshop,"Meerkreuk 36, 2377 VM Oude Wetering, Netherlands",4.9,17,52.2070725,4.6426633,https://www.google.com/maps/place/?q=place_id:ChIJDZBN4sfcxUcRy8d540UWVPk
Het Zwarte Fietsenplan Zuidas,batavus,http://www.hetzwartefietsenplan.nl,ChIJFZiNcAUKxkcRLRzzC2JJaxY,118,Gustav Mahlerplein,Netherlands,1082 MA,Het Zwarte Fietsenplan Zuidas,"Gustav Mahlerplein 118, 1082 MA Amsterdam, Netherlands",3.3,136,52.3363108,4.8731557,https://www.google.com/maps/place/?q=place_id:ChIJFZiNcAUKxkcRLRzzC2JJaxY
Alextweewielers,batavus,http://www.alextweewielers.nl,ChIJCQ8pHpGtxUcR4IwkVahKYcY,12-14,Vaartplein,Netherlands,2691 AJ,Alex Tweewielers,"Vaartplein 12-14, 2691 AJ 's-Gravenzande, Netherlands",4.9,22,52.0038058,4.1616675,https://www.google.com/maps/place/?q=place_id:ChIJCQ8pHpGtxUcR4IwkVahKYcY
Dennis Nobel Tweewielers,batavus,http://www.nobeltweewielers.nl,ChIJFxiBgSXixUcRpV1OzT_uWpE,1,Sierplein,Netherlands,1065 LM,Nobel Tweewielers,"Sierplein 1, 1065 LM Amsterdam, Netherlands",2.8,131,52.3559913,4.8266563,https://www.google.com/maps/place/?q=place_id:ChIJFxiBgSXixUcRpV1OzT_uWpE
Bike Totaal Samplonius,batavus,http://www.bike-center.nl,ChIJGRU82QTbxUcRZ3VCzTT7Jnw,141-143,Ouvertureweg,Netherlands,2402 DX,Bike-center Samplonius,"Ouvertureweg 141-143, 2402 DX Alphen aan den Rijn, Netherlands",4.8,42,52.1497689,4.6593167,https://www.google.com/maps/place/?q=place_id:ChIJGRU82QTbxUcRZ3VCzTT7Jnw
J. Van Raak Tweewielers,batavus,http://www.jvanraaktweewielers.nl,ChIJo4eojCjHxkcRCAHVFnkmRac,5,Kerkstraat,Netherlands,5087 BP,J. van Raak Tweewielers,"Kerkstraat 5, 5087 BP Diessen, Netherlands",5.0,19,51.4759523,5.1755741,https://www.google.com/maps/place/?q=place_id:ChIJo4eojCjHxkcRCAHVFnkmRac
Profile Valkenswaard,batavus,http://www.profilevalkenswaard.nl,ChIJ1a9lqgjXxkcR8898Q6Fstlw,112,Eindhovenseweg,Netherlands,5552 AD,Profile Valkenswaard,"Eindhovenseweg 112, 5552 AD Valkenswaard, Netherlands",4.8,48,51.3565546,5.4613704,https://www.google.com/maps/place/?q=place_id:ChIJ1a9lqgjXxkcR8898Q6Fstlw
Maikel De Fietsenmaker,batavus,http://www.maikeldefietsenmaker.nl,ChIJmV68b15Qz0cRCkeCOPY6cm0,48A,Rijperweg,Netherlands,1744 HL,Maikel De Fietsenmaker,"Rijperweg 48A, 1744 HL Sint Maarten, Netherlands",4.8,68,52.7512505,4.7483260,https://www.google.com/maps/place/?q=place_id:ChIJmV68b15Qz0cRCkeCOPY6cm0
Bikespoint,batavus,http://www.bikespoint.nl,ChIJ75iKbKA3xEcRgUUjUaUqZVg,90,Hadewychplaats,Netherlands,3207 KG,Bikespoint Spijkenisse,"Hadewychplaats 90, 3207 KG Spijkenisse, Netherlands",4.4,13,51.8334563,4.3621556,https://www.google.com/maps/place/?q=place_id:ChIJ75iKbKA3xEcRgUUjUaUqZVg
Tieks Tweewielers,batavus,fietsenwinkels/drenthe/nieuw-weerdinge/tieks-tweewielers,ChIJ9YSW74vCt0cR0KT3-lbPeto,161,Weerdingerkanaal Noordzijde,Netherlands,7831 HL,Tieks Tweewielers,"Weerdingerkanaal Noordzijde 161, 7831 HL Nieuw-Weerdinge, Netherlands",4.9,42,52.8574491,6.9864316,https://www.google.com/maps/place/?q=place_id:ChIJ9YSW74vCt0cR0KT3-lbPeto
Scholten Tweewielerspecialist,batavus,http://www.fietsgoed.nl,ChIJTeBZkezex0cRvHUfiSeBHtQ,147,Van der Capellenstraat,Netherlands,8014 VW,Fietsgoed.nl - Scholten - Zwolle South,"Van der Capellenstraat 147, 8014 VW Zwolle, Netherlands",4.3,61,52.4828055,6.1097958,https://www.google.com/maps/place/?q=place_id:ChIJTeBZkezex0cRvHUfiSeBHtQ
Het Fietshuys Abcoude Bv,batavus,http://www.fietshuys.nl,ChIJFUkpWrkNxkcR9cIxLmFPaLc,4,Stationsstraat,Netherlands,1391 GN,Het Fietshuys Abcoude,"Stationsstraat 4, 1391 GN Abcoude, Netherlands",4.7,32,52.2716046,4.9748518,https://www.google.com/maps/place/?q=place_id:ChIJFUkpWrkNxkcR9cIxLmFPaLc
